Texto;Etiquetado
YA, I? ESTE TEXTO NO DICE NADA???;Negativo
Un hueveo tu comunicado;Negativo
��;Negativo
Al menos Hagan TODOS LOS CONTROLES RECUPERABLES en estas fechas de crisis politica!!!!!!! HAGAN ALGO;Negativo
Mejor ya no saques nada UPC;Negativo
��🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑;Negativo
Lo mismo de siempre, lanzando un comunicado tardio, con el mismo floro y siempre despues de la presion de los alumnos 🤷🏻‍♂️;Negativo
UNA UNIVERSIDAD QUE BRILLOCPOR SU Ausencia aprendan de la CATO;Negativo
Dos muertes tuvieron que esperar, 2 peruanos que cayeron luchando por nuestra democracia, luchando por ustedes tambien y no dijeron nada. Que decepcion que esperen tanto para pronunciarse, no creo que estos sean sus verdaderos valores y espero que pronto me den la razon para seguir creyendo en ustedes;Negativo
UN TEXTO VACiO, no nos repriman con su reglamento y el proselitismo politico, DEBEN APOYARNOS COMO CASA EDUCATIVA.;Negativo
PAL CULO;Negativo
Pospongan entrega de trabajos!!!;Negativo
MUY TARDE UPC;Negativo
ESO LES PARECE REALMENTE UN APOYO? Este comunicado no dice nada.;Negativo
Despues de dos muerte, de tanta reprension. Llego muy tarde su falso sentir y pesame.;Negativo
Muy tarde;Negativo
"""Debate de ideas"" dicen estos sinvergüenzas. Entre lineas, una vez mas, desacreditan las protestas. Infelices.";Negativo
Muy tarde UPC;Negativo
Por favor, comiencen a tener consideraciones con los todos los estudiantes. No he visto que hayan apoyado publicando a todos tus estudiantes desaparecidos. No es posible que despues de casi una semana, recien se pronuncien.;Negativo
��🙌🙌;Positivo
TU COMENTARIO NO VALE;Negativo
Comunicado intrascendente y debil;Negativo
Muy tarde creo no? Para eso enseñan la carrera de comunicacion e imagen empresarial?;Negativo
@andrehh_17 q opinas;Neutro
????????;Negativo
Ustedes mismos estan diciendo que nadie debe socavar nuestro derecho a la libertad de expresion, espero que cuando manifestemos alguna opinion que no les guste no vengan a tratar de amedentrarnos y callarnos. Porque no lo haremos!;Negativo
��🤡🤡🤡;Negativo
Upc me indignas..;Negativo
#vergüenzaupc;Neutro
Cada vez me decepciona mas;Negativo
Muy tarde.;Negativo
Demasiado tarde, muy mal, que vergüenza!;Negativo
��🤮🤮;Negativo
Que libertad de expresion !!! USTEDES NOS SANCIONAN CUANDO TOCAMOS TEMAS POLiTICOS O BRiNDANOS NUESTROS PUNTOS DE VISTA;Negativo
Upc brillas por tu ausencia...;Negativo
Puro floro, cero empatia Upc.;Negativo
Un comunicado que es un copy/paste de lo que muchos ya dijeron durante la semana mientras ocurrian las cosas. Pronunciarse luego de las muertes es irte por lo seguro. Lamentable.;Negativo
No dicen nada;Negativo
Yo he intentado sentarme a trabajar en la noche dsps de salir a protestar y es imposible, dolor de cuerpo, migraña y sobretodo preocupacion por el pais! La universidad no muestra apoyo a sus estudiantes! Me da vergüenza!;Negativo
@upcedu lamento que este pronunciamiento sea tan tarde, mas aun bajo la presion de lo acontecido el dia de ayer. Para nosotros, como estudiantes, es importante que la universidad se exprese frente a este panorama tan preocupante que estamos atravesando como nacion. En situaciones como esta, la institucion debe ser empatica con la frustracion de sus estudiantes y brindar herramientas que sean coherentes con su postura.;Negativo
Muy tarde, muy tarde para sacar a relucir un comunicado que no dice NADA. Muy tarde para hacer notar su postura frente a esta coyuntura. Lo pediamos desde el inicio... #MeDuelesUPC;Negativo
nada, como siempre. tu tibieza y falta de empatia resaltando mas que tu calidad, UPC;Negativo
Mejor hubieran seguido callados, ya estabamos acostumbrados y YA estamos decepcionados.;Negativo
Habla del compromiso con la democracia donde esta prohibida la formacion de grupos estudiantiles democraticos.;Negativo
Tarde, por lo menos pospongan las clases y las entregas. Cientos de jovenes que se forman en esta institucion, parte de esta generacion, sienten una obligacion con el pais y dolor por los asesinados.. Como pueden estudiar si nos estan matando, un poco de empatia por favor.;Negativo
Umm... no has dicho nada practicamente;Negativo
UPC minimo deberian suspender una semana de clases por lo que esta sucediendo, UPC NO ME REPRESENTAS;Negativo
si igual cobran diciembreee;Negativo
Mucho floro poco aporte;Negativo
Tardeeeeeeee;Negativo
Esperaste mucho;Negativo
PAYASOS;Negativo
INDIFERENTES DE MIERDA;Negativo
El deber de formar ciudadanos criticos, pero la misma institucion no lo es. Exceptuo a los profesores que si le dan espacio a los acontecimientos en sus clases;Negativo
@upcedu FLORASO 😂;Negativo
Marketing 🙃;Negativo
Cambio de rectorado;Negativo
Me avergüenza ser parte de esta universidad, insensibles.;Negativo
???;Negativo
Todo mal;Negativo
No me representan!!!!!!;Negativo
La educacion superior esta de luto, mejores profesionales implica un ejercer de la ciudadania activo y temprano, es un tema holistico.;Neutro
UN SOL DE EMPATiA DE TODOS LOS QUE NOS SUMAN A LA BOLETA CADA MES;Negativo
Un comunicado con fondo negro que no dice nada...;Negativo
Nada de solidaridad con nuestros dos hermanos universitarios caidos ... que triste por UPC;Negativo
Tibios.;Negativo
vayanse a la mierda.;Negativo
Como que hay comunicado en la tardanza;Negativo
Muy tarde!;Negativo
Para cobrar boletas si se pronuncian al toque 🤡 que lastima me dan;Negativo
esperar tanto por mucho texto y mas de lo mismo!! ahora brillas por tu tibieza upc, ya se capta que tu nula empatia y los intereses unicamente lucrativos con tus alumnos;Negativo
La lucha no termina. No debemos de permitir que politicos esten en el poder con procesos y a la vez partidos politicos que se aprovechan de esta situacion.;Neutro
No olviden que primero salio el comunicado de la CEO restando justificacion a las protestas!!;Negativo
@ale02leon;Neutro
Que lamentable que haya tenido que pasar esto para que recien se pronuncien. Asi como la policia reprime a los manifestantes ustedes lo hacen con sus alumnos, ya que sancionan por expresar libremente nuestra opinion.;Negativo
CHICOS LOS INVITO A SEGUIRME EN MI INSTAGRAM...;Neutro
Esperaba un poco mas de la universidad. Parece que la empatia no es parte de los valores que intentan enseñar;Negativo
Muy tarde su comentario;Negativo
��🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🐔🦠🦠🦠🦠🦠🦠🦠🦠🦠🦠🦠🦠🦠;Negativo
PAYASOS COBARDES;Negativo
Aqui se han pronunciado sobre la situacion en general pero no que la educacion superior esta de luto, deberian suspender las actividades academicas por una semana en señal de apoyo a todos los que hemos salido a protestar, la mayoria de la gente en las calles somos jovenes universitarios. Queda corto este pronunciamiento de la Upc @upcedu;Negativo
NO JODAS!;Negativo
Un poco tarde, no?;Negativo
Que comunicado tan tibio y a estas alturas. Lastima. Si asi como hablan de democracia respetaran nuestros derechos de reclamar las pensiones;Negativo
Todo a ultima hora. Mas vergüenza no puede dar como institucion.;Negativo
��🤮🤮;Negativo
#upcnomerepresenta;Neutro
Lo siento UPC, me rompiste el corazon alma mater...;Negativo
Muy tarde y no hay una postura definida. Cero empatia.;Negativo
BASURA!!! Que vergüenza jactarse de tener una carrera de PERIODISMO!!! Ya saben donde NO estudiar si quieren una universidad que los rete a desarrollar un sentido critico.;Negativo
Pense que se habian olvidado;Negativo
No dice nada;Negativo
La Upc solo piensa en el dinero, ni si quiera se pone a pensar en sus alumnos, no vengan a querer  sorprender.;Negativo
Demasiado tarde Upc;Negativo
#upcnomerepresenta;Neutro
La indiferencia no hace la diferencia, sobre todo cuando se trata de los propios jovenes a los que educan.;Negativo
UN POCO TARDE....😒;Negativo
#upcbrillasportuausencia;Neutro
Desperdicie dos minutos de mi tiempo leyendo un comunicado de mensaje vacio y forzado;Negativo
Muy tarde para lanzar algo asi de tibio y vacio. Mucho hablan de compromiso y solidaridad, pero como piensan ayudar a sus alumnos ? Dejen de pretender que la crisis no nos afecta;Negativo
Que tal falta de enpatia tiene nuestra universidad. Decepcionante!;Negativo
Solidarizate con los que vamos a marchar csmres cobran como mrd y no pueden suspender una semana  sus clases?;Negativo
CUNA DE TIBIOS, no nos vamos a quedar de brazos cruzados;Negativo
Para que enseñan etica y ciudadania si no la aplican;Negativo
Eres vergüenza nacional.;Negativo
"Despues de 6 dias y dos muertes? 
Los estudiantes no olvidaremos la indiferencia hacia el pueblo. 

Deberian parar todo por unos dias. Es muy dificil procesar todo lo que esta sucediendo. La salud mental , nuestra salud mental, esta en juego pero al parecer eso tampoco les importa. SOMOS JoVENES Y LOS QUE MURIERON ERAN JoVENES.";Negativo
No queremos tibios en estos momentos de duelo;Negativo
Nos mataron y no dijeron nada!! Complices!;Negativo
SUSPENDAN CLASES;Negativo
Tibios;Negativo
HAY GENTE MUERTA Y ESPERAN QUE RINDAMOS BIEN?;Negativo
Tibios;Negativo
Como si no fuera suficiente ver gente mordiendo de covid y ahora gente que muere por su pais, un poco mas de empatia para los que salen a marchar que en su mayoria son jovenes 🤬;Negativo
O sea les llega al pincho;Negativo
��🤮🤮🤮🤮🤮;Negativo
Upc me da vergüenza ser alumno de tu institucion, a cada rato preguntas si recomendaria a algun familiar o amigo la universidad si antes la dudaba ahora la tengo clara. Upc solo le gusta lucrar le importa un comino su alumnado. Upc no vales la pena. #upclucradora;Negativo
��;Negativo
PA ESO. NISIQUIERA NOS RESPALDAN;Negativo
@khendramg;Neutro
Los auspicios eran primero al parecer.;Negativo
Aunque sea se pronuncian, en la @usil no dicen ni pio 🐤;Negativo
De que me sirve este comunicado si tengo que seguir haciendo trabajos mientras nos matan;Negativo
Mucho texto para tan poco;Negativo
Muy tarde @upcedu que vergüenza!;Negativo
Asi quieren crear una comunidad con sus estudiantes? Sin empatia? Se fue al tacho lo que represento UPC.;Negativo
despues de 2 muertes, demasiado tarde;Negativo
Tanto texto para nada. Aplacen las clases y procesos administrativos. Sus alumnos y egresados estamos en las calles.;Negativo
Siempre tarde UPC , deberian ser mas solidarios con sus alumnos. UPCNOMEREPRESENTAS;Negativo
Y esto de que sirve.;Negativo
Demasiado tarde para lanzar un comunicado. ¿Era necesario esperar que mueran jovenes para pronunciarse? Me da mucha pena que otras universidades si lancen si voz y apoyen a sus alumnos y ustedes no lo hagan, siendo nuestra Alma Mater, al menos esperabamos que nos apoyaran y no fue asi. Decepcionante.;Negativo
#UPCBrillasPorTuAusencia;Neutro
Ayuden a buscar a los desaparecidos !!! 🆘;Negativo
Entonces si no morian personas en la marcha no se pronunciaban, UPC como siempre tarde;Negativo
Tarde;Negativo
VERGÜENZA;Negativo
��🥑🥑🥑🥑🥑🥑🥑🥑;Negativo
UPC vas a caer al igual que Merino! Tu falta de empatia en su maximo esplendor desde los inicios de la pandemia nos avergüenza  a todos los alumnos que si tenemos valores. Tu innovacion lo aplicas solo para cobrarnos. IMBECILES;Negativo
Muy tarde;Negativo
@carolina_cavi 😔;Neutro
@fiorosalesg 🙄;Neutro
Tas mal csmmmmm;Negativo
Muy tarde UPC. Que? No te dieron luz verde a tiempo? Pues a nosotros no nos apoyaste a tiempo.;Negativo
Suspendan las clases una semana!;Negativo
#upcbrillaporsuausencia;Neutro
6 dias tarde...;Negativo
Los accionares se realizan al momento, no luego de una muerte, no luego de una renuncia.;Negativo
Delete;Neutro
@albertoato exacto;Positivo
Cuando sera el dia que dejen de pensar como empresa y apoyen a las personas que les dan de comer a ustedes. #verguenzadeserupcino;Negativo
tienes tres estudiantes desaparecidos y esperaste a la presion para manifestarte.;Negativo
"El mensaje llega TARDE!!!!!!!!!! Literalmente, ""cuando el muerto esta enterrado""";Negativo
SI QUIEREN REDIMIRSE DE VERDAD, SUSPENDAN LAS CLASES POR UNA SEMANA, PARA QUE PODAMOS SEGUIR MARCHANDO POR LO QUE NOS COMPETE COMO CIUDADANOS! #UPCreinvindicate;Negativo
Por favor Mas tiempo para entregar los trabajos!!! POR FAVOR;Negativo
6 DiAS TARDE;Negativo
La lucha de todos los peruanos empezo hace 6 dias. Mal UPC actuas acorde a tu beneficio, mas no para la comunidad universitaria que tienes. 👎🏻;Negativo
POSPONGAN CLASES!;Negativo
Ojala asi de frio fuesen sus salones en verano;Negativo
�� recien ahora;Negativo
@marcoadh123 un asco total;Negativo
��🥑🥑;Negativo
Muy tarde upc, que vergüenza;Negativo
Como van a formar ciudadanos criticos e integros si es que no apoyan a sus alumnos que estan afuera en las calles luchando por los derechos de todo el pais. Sean conscientes, ayuden no mediante textos que no dicen nada, sino aplazando las clases una semana.;Negativo
22 lineas que no dicen nada;Negativo
Pareciera que han emitido este comunicado por la presion mediatica.;Negativo
#upcbrillasportuausencia;Neutro
Asco, asco dan!;Negativo
6 dias para un comunicado indolente y sin firma #UPCNuncaMas;Negativo
Hasta la madre!!;Negativo
Mucho blablabla  y no hace naah;Negativo
Puro floro.;Negativo
AVERGONZADA DE MI ALMA MATER ‼️;Negativo
DeJANOS SALIR A MARCHAR Y APLACEN LAS CLASES UNA SEMANA, TODOS LOS TRABAJOS SE ESTaN ENTREGANDO MIENTRAS MATABAN A NUESTROS COMPAÑEROS;Negativo
Deberia darles vergüenza no pronunciarse antes. Han esperado muertos para enviar un “comunicado” que no dice absolutamente nada importante.;Negativo
Gracias por emitir este importante pronunciamiento;Positivo
La indiferencia mata y no pueden ser ajenos a la coyuntura actual manteniendo las exigencias en los entregables. Gracias por nada!;Negativo
Hasta el culo;Negativo
Por que recien ?;Negativo
F;Negativo
Muuuuuuuy tarde;Negativo
Lamentable mostrar 0 interes por una situacion que compete y afecta a todos. #upcbrillasportuausencia;Negativo
TOMEN ACCIoN, TOMEN POSICIoN. NI UN PASO ATRaS;Negativo
Que los profesores tengan mas consideracion con los que estamos saliendo a protestar, ya que ni mencionar el tema quieren;Negativo
Vas a caer upc;Negativo
Donde esta la empatia con sus propios alumnos que han ido a defender el pais de manera pacifica. #UPCMEDECEPCIONAS;Negativo
Ni siquiera fue por voluntad propia realizar su comunicado.;Negativo
��🥑🥑🥑;Negativo
TARDE, MUCHO TEXTO Y NO DICE NADAA;Negativo
TOO LATE, BRO;Negativo
HUBO DESAPARECIDO UPCINO Y NO LO MENCIONAN, SEAN COMO OTRAS ENTIDADES QUE SI SE PREOCUPAN DE LA GENTE Y MaS AuN DE SUS ESTUDIANTES!;Negativo
Estabamos esperando el pronunciamiento. 💪❤🇵🇪❤;Negativo
Posponga las entregas;Negativo
Tienen que morir personas para que uds hablen , y asi quieren ser una universidad referente;Negativo
Demasiado tarde y no dices nada UPC que indignate🙄😒;Negativo
ERA PARA AYER.;Negativo
Recien quieren pronunciarse!! Hace una semana estamos en esto luchando por nuestros derechos y en contra de el gobierno ilegitimo. Todas las demas universidades se han pronunciado y UPC recien reacciona. 🤮🤮🤮🤮;Negativo
��;Negativo
SABEN CUANTOS DE SUS ESTUDIANTES PUEDEN ESTAR HERIDOS, DESAPARECIDOS?? Al parecer no tiene ni idea ni tuvieron un poco de empatia con la situacion desde el primer momento, muy tarde.;Negativo
Decepcionado totalmente;Negativo
Vergüenza de universidad, solo saben lucrar;Negativo
Seras mi alma mater pero aun asi me decepcionas UPC!!!;Negativo
Que tibia la universidad y tienen a la carrera de Periodismo entre ustedes, vergüenza porque este texto no pudo ser mas vacio..;Negativo
Alguien por favor me comenta si tenemos una asociacion, federacion o sindicato de estudiantes???;Negativo
Lamentablemente comunicado. UPC escuchen lo que piden sus clientes, digo, alumnos... No?;Negativo
��🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡;Negativo
@pame.sl04;Neutro
��🤡;Negativo
